Project_x,Hole,From_m,To_m,Alt_Group,Alt_Intensity,Alt_Style,Alt1,Alt1_Int,Alt2,Alt2_Int,Alt3,Alt3_Int,Alt4,Alt4_Int,Comments_x,Au_Best_ppm,Ag_Best_ppm,Cu_Best_ppm,Pb_Best_ppm,Zn_Best_ppm,RQD_m,RQD_Pct,Hardness,Weathering,Num_Fractures,Fractures_per_m,Fracture_Infill,Roughness,Shape,Comments_x,Colour,Oxidation,Foliation,QtzCarb_Replacement_Pct,Lith1_Group,Lith1,Lith1_Texture,Lith1_Bedding,Lith1_Volc_Txt1,Lith1_Volc_Txt2,Comments_y,Reading1,Reading2,Reading3,Avg_Reading,Comments_x,Min_Intensity,Min_Style,Min_Pct,VG,Min1,Min2,Min3,Comments_y,Bedding_Confidence,Bedding_Style,Bedding_Bed_Thickness,Bedding_Younging_Direction,Bedding_Angle_TCA,Bedding_Cleavage_Angle,Fabric1_Feature,Fabric1_Confidence,Fabric1_Intensity,Fabric1_Angle_TCA,Fabric2_Feature,Fabric2_Confidence,Fabric2_Intensity,Fabric2_Angle_TCA,Comments_x,Total_Pct_Vein,Vein1,Vein1_Pct,Vein1_Style,Vein1_Form,Vein1_Internal_Structure,Vein1_Pct_Sulphide,Vein1_Angle_TCA,Vein1_VG,Vein2,Vein2_Pct,Vein1_Grain_Size,Vein2_Style,Vein2_Form,Vein2_Internal_Structure,Vein2_Pct_Sulphide,Vein2_Angle_TCA,Vein2_VG,Vein3,Vein3_Pct,Vein3_Style,Vein3_Form,Vein3_Internal_Structure,Vein3_Pct_Sulphide,Vein3_Angle_TCA,Vein3_VG,Comments_y
GCL,KAD17-041,158.2,167.69,FuQtzCarb,2,SEL,CB,2,FU,2,QZ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,BLP,2,FALSE,PY,,,,,,,,,,FLT,HIGH,3,,,,,,,10,QC,10,STW,DEF,MAS,0.1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-041,167.69,180.81,QtzCarb,4,PER,CB,4,QZ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,MOD,2,35,,,,,,2,QC,2,STW,DEF,MAS,0.1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-041,180.81,190.96,GraphChl,2,SEL,CL,2,GR,2,,,,,,,,,,,,,,,,,,,,,GREEN-BLK,UO,MOD,5,MAFIC,MAFIC,APHAN,LAM,,,"Green-Black. 	Massive mafic volcanic with intermittent mudstone beds. Local graphitic alteration. 	Weak chlorite alteration. 	Moderate foliation. 	Weak qz-carb veining. Moderate disseminated fine pyrite + trace arspy.",,,,,,2,DIS,2,FALSE,PY,AS,,,,,,,,,FOL,MOD,3,40,,,,,,5,QC,5,IDV,DEF,MAS,0.1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-041,190.96,201,QtzCarb,3,PER,CB,3,QZ,3,,,,,,,,,,,,,,,,,,,,,GREEN-BLK,UO,MOD,5,UM,UM,MASS,,,,"D.Green. Moderate qz-carb-chlorite alteration. 	Weak qz-carb veining. 	Moderate foliation. 	Sharp upper contact. Weak disseminated fine pyrite min.",,,,,,2,DIS,0.5,FALSE,PY,,,,,,,,,,FOL,MOD,3,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-041,201,212.67,FuQtzCarb,3,SEL,CB,3,FU,3,QZ,3,,,,,,,,,,,,,,,,,,,GREEN-OL,UO,NON,5,UM,UM-BX,BRECCIA,,,,"Green-Brown (mottled). Moderate patchy fuchsite and Fe-Carb alteration. Moderate quartz alteration (groundmass). 	Weak qz-carb veining. Weak smokey quartz veining. No apparent foliation. Moderate disseminated medium grained pyrite. VG in 1cm smokey quartz vein 211.30m (3x 1mm grains)",,,,,,,,,,,,,,,,,,,,OTH,HIGH,,,,,,,Stope Fill,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-041,212.67,234.1,FuQtzCarb,4,PER,CB,3,FU,3,QZ,4,,,,,,,,,,,,,,,,,,,GREEN-EM,TO,NON,20,FILL,GRAVEL,,,,,"Fuchsite Ultramafics, possible stope fill. 	Emerald-Green brown (mottled). Rubbled core, Polylithic. Total 30 (~10m) CNR. Qz-carb vein rubble. 	Fuchsite UM rubble. Qz-chlorite UM rubble.",,,,,,2,DIS,0.5,FALSE,PY,,,,,,,,,,,,,,,,,,,20,QC,20,STW,DEF,MAS,0.5,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-041,234.1,268.93,FuQtzCarb,5,PER,CB,4,QZ,5,FU,5,,,,,,,,,,,,,,,,,,,GREEN-EM,UO,NON,15,UM,UM-QC,,,,,"Emerald Green. Intense pervasive qz-carb-fuchsite alteration. 	Moderate qz-carb stockwork veining. 	Moderate qz veining. 	Granular, possible equigranular peridotite or cumulate flow protolith. 	No apparent foliation. Moderate disseminated fine grained py+cpy+tennantite. 	Locally strong disseminated CPY+tennantite in qz-carb vein. Downsize to NQ @ 264m.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,QC,15,STW,DEF,MAS,1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-041,268.93,280.6,FuQtzCarb,5,PER,CB,5,FU,5,QZ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,DIS,0.5,FALSE,PY,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-041,280.6,281.05,Albite,4,PER,AB,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,DIS,2,FALSE,PY,CP,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-041,281.05,289.5,FuQtzCarb,4,PER,CB,4,FU,4,QZ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,DIS,0.5,FALSE,PY,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-041,289.5,291,,,,,,,,,,,,Stope,,,,,,,,,,,,,,,,,,,,VOID,VOID,,,,,,,,,,,,,,FALSE,,,,stope,,,,,,,OTH,LOW,0,,,,,,stope,,,,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,stope
GCL,KAD17-041,291,306.6,FuQtzCarb,4,PER,CB,4,FU,4,QZ,4,,,,,,,,,,,,,,,,,,,GREEN-AP,UO,NON,10,UM,UM-QC,MASS,,,,"Emerald green. 	Massive ultramafics. Strong qz-carb-fuch alteration. Moderate qz-carb stockwork veining. Weak qz veining. Weak disseminated cpy. No apparent foliation.",,,,,,2,DIS,0.5,FALSE,CP,,,,,,,,,,,,,,,,,,,15,QC,10,STW,BUD,MAS,0.5,,FALSE,QZ,5,,IDV,NOD,MAS,0.1,,FALSE,,,,,,,,FALSE,
GCL,KAD17-041,306.6,308.78,,,,,,,,,,,,Stope,,,,,,,,,,,,,,,,,,,,VOID,VOID,,,,,,,,,,,,,,FALSE,,,,stope,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,Stope
GCL,KAD17-041,308.78,312.45,FuQtzCarb,4,PER,CB,4,FU,4,QZ,4,,,,,,,,,,,,,,,,,,,GREEN-EM,UO,NON,45,UM,UM-QC,MASS,,,,"Emerald green. 	Massive ultramafics. Strong qz-carb-fuch alteration. 	Moderate qz-carb stockwork veining. Trace disseminated py. No apparent foliation.",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,,,,,,,,,,45,QC,45,STW,DEF,MAS,0.1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-041,312.45,315.31,ChlQtzCarb,4,PER,CB,4,QZ,4,CL,3,,,,,,,,,,,,,,,,,,,GREY,UO,NON,35,UM,UM,MASS,,,,"Grey. Strong qz-carb veining. Strong qz-carb alteration. Moderate chlorite alteration. 	Possible hydrothermal brecciation from qz-carb stockwork. 	No apparent foliation. 	Trace dissem py.",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,,,,,,,,,,35,QC,35,STW,DEF,MAS,0.1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-041,315.31,325.38,TalcChl,3,PER,CB,3,CL,3,TA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,DIS,0.5,FALSE,PY,,,,,,,,,,,,,,,,,,,30,QC,30,STW,DEF,MAS,0.1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-041,325.38,341.8,QtzCarb,3,PAT,CB,3,QZ,3,FU,3,CL,3,,,,,,,,,,,,,,,,,GREEN-OL,UO,WK,35,UM,UM-QC,MASS,,,,"Emerald green- brown (mottled). Strong qz-carb stockwork veining. Local moderate fuchsite alteration. 	Local moderate Fe-Carb alteration. 	Weak chlorite alteration in septa. 	Weak foliation. Trace disseminated pyrite.",,,,,,2,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,MOD,2,20,,,,,,35,QC,35,STW,DEF,MAS,0.1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-041,341.8,345,Albite,5,PER,AB,5,,,,,,,,,,,,,,,,,,,,,,,GREY,UO,NON,5,DYK,DYKE-ALB,MASS,,,,"Grey. 	Massive albitite dyke. Sharp upper and lower contacts. Intense albite alteration. Moderate disseminated fine grained pyrite. 	Trace ArsPy.",,,,,,3,DIS,2,FALSE,PY,AS,,trace ArsPy,,,,,,,FOL,LOW,0,,,,,,,5,QC,5,IDV,NOD,MAS,0.1,65,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-041,345,364.43,ChlQtzCarb,4,PER,CB,4,CL,4,QZ,4,,,,,,,,,,,,,,,,,,,GREEN,UO,WK,45,UM,UM,,,,,"Green. Strong qz-carb veining. Strong qz-carb alteration. Moderate chlorite alteration. 	Moderate foliation. Trace dissem py.",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,HIGH,3,30,,,,,,40,QC,40,STW,DEF,MAS,0.1,35,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-041,364.43,375.37,ChlQtzCarb,4,PER,CB,4,QZ,4,,,,,,,,,,,,,,,,,,,,,GREY,UO,ST,40,MIX,UM-SED,BRECCIA,CTRD,,,"Dark bluish-grey ultramafic. Strong irregular foliation; predominantly approx 30tca. Deformed breccia locally with a deformed mudstone matrix-possible grading uphole.Pervasive quartz-carbonate-chlorite and weak sericite alteration. 	White quartz-carb veins, deformed and locally fragments; predominantly 30tca. 	Trace to non-mineralized.",,,,,,1,DIS,0.1,FALSE,PY,,,,MOD,GRD,MED,UP,30,,FOL,HIGH,4,40,,,,,,40,QC,40,STW,DEF,MAS,0.1,30,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-041,375.37,381.69,ChlQtzCarb,2,PER,CB,2,QZ,2,MS,2,,,,,,,,,,,,,,,,,,,GREY,UO,ST,30,SED,SED-MSSS,BED,THCK,,,"Dark grey-brownish mudstone to sandstone. 	Graded beds and locally distinctive banding; possible uphole grading. 	Bed thickness ranges from mm up to 60cm. 	Sericite alteration, strongest along foliation planes. Weak pervasive carbonate alteration plus minus chlorite. A few white quartz-carb veins, discontinuous, approx 50tca. Trace, very fine-grained, disseminated pyrite",,,,,,,,,,,,,,HIGH,GRD,THCK,UP,50,PLL,FOL,HIGH,4,50,,,,,,20,QC,20,STW,DEF,MAS,0.1,50,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,6.6,20.55,Albite,3,PER,AB,3,QZ,4,,,,,,,,,,,,,,,,,,,,,GREY,WO,MOD,20,MAFIC,MAFIC,,,,,"Green-grey-pink-siliceous. 	Moderate albite alteration.	Variolitic.	Locally brecciated.	Weak py, trace as.	Orange oxidation on broken surfaces.	Foliation TCA 65 moderate.",,,,,,2,DIS,0.5,FALSE,PY,AS,,"weak py, trace as",,,,,,,FOL,MOD,3,65,,,,,,20,QC,20,STW,NOD,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,20.55,24.34,Albite,4,PER,AB,3,QZ,4,,,,,,,,,,,,,,,,,,,,,GREY,TO,NON,25,MAFIC,MAFIC,MASS,,VAR,,"Green-grey-pink-siliceous. 	strong albite alteration.	Variolitic.	Locally brecciated. 	Sulfides! Intense py +as mineralization  2% each. Orange oxidation on broken surfaces. 	Unfoliated.",,,,,,5,DIS,4,FALSE,AS,PY,,,,,,,,,,,,,,,,,,25,QC,25,STW,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,24.34,31.61,Albite,3,PER,AB,3,,,,,,,,,,,,,,,,,,,,,,,GREEN-GRY,TO,NON,20,MAFIC,MAFIC,,,,,"Grey green. 	Massive.	Trace to pyrite, locally strong at 30.2 m with as 1%. Unfoliated.",,,,,,2,DIS,0.5,FALSE,PY,AS,,"	Trace to moderate pyrite, locally strong at 30.2 m with as 1%",,,,,,,,,,,,,,,,20,AB,20,STW,NOD,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,31.61,71.38,Albite,3,PER,AB,3,QZ,4,,,,,,,,,,,,,,,,,,,,,GREY-BLK,TO,WK,10,MAFIC,MAFIC-BXMS,,,,,"Mv with local bx zones with mudstone matrix. 	Mudstone zone at 36.46m. 	Weak py mineralization, moderate in mudstone. 	Locally strong lucoxine.	Weak foliation TCA 60.",,,,,,2,DIS,0.5,FALSE,PY,,,,,,,,,,FOL,MOD,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,71.38,83.49,Albite,3,PER,AB,3,,,,,,,,,,,,,,,,,,,,,,,GREEN-GRY,UO,MOD,2,MAFIC,MAFIC-BXMS,,,VAR,,"Moderate albite alteration. 	Locally variolitic. 	Light grey siliceous colour, dark matrix. 	Weak py, trace as. 	Mod foliation TCA 45",,,,,,2,BLP,0.5,FALSE,PY,AS,,trace as,,,,,,,FOL,MOD,3,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,83.49,89.28,Albite,4,PER,AB,4,,,,,,,,,,,,,,,,,,,,,,,GREEN-GRY,UO,MOD,,MAFIC,MAFIC-BXMS,BRECCIA,,,,"Strong albite alteration. 	Light grey siliceous colour, dark matrix. 	Strong mineralization py 5%, as 0.5%. Weak foliation TCA 45.",,,,,,4,DIS,5,FALSE,PY,AS,,,,,,,,,FOL,MOD,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,89.29,105,Albite,3,PER,AB,4,GR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,105,123.09,Albite,3,PER,AB,3,,,,,,,,,,,,,,,,,,,,,,,GREY,UO,MOD,5,MAFIC,MAFIC-BXMS,,,,,"Moderate albite alteration. 	Locally variolitic, amygdaloidal. 	Light grey siliceous colour, dark matrix. 	Weak py, trace as. 	Mod foliation TCA 45.",,,,,,2,DIS,0.5,FALSE,PY,AS,,,,,,,,,FOL,MOD,3,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,123.09,146.74,Albite,4,PER,AB,4,,,,,,,,,,,,,,,,,,,,,,,GREY,UO,WK,,MAFIC,MAFIC-BXMS,BRECCIA,,PERL,,"Strong albite alteration. 	Light grey siliceous colour, dark matrix. 	Intense mineralization fine disseminated py 3%, as 2%. Weak shallow foliation TCA 30. 	142.42 -144.37perlitic  texture.",,,,,,5,DIS,5,FALSE,AS,PY,,fine disseminated,,,,,,,FOL,MOD,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,146.74,157.58,Graph,4,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOD,LAM,LAM,,20,PLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,157.58,162.95,Albite,3,PER,AB,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOL,MOD,3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,162.95,166.34,Graph,4,PER,GR,4,,,,,,,,,,,,,,,,,,,,,,,GREY-BLK,UO,,,SED,SED-MSSS,,LAM,,,"Grey black. 	Pyrite mineralization contained in beds. 	Laminated bedding TCA 50. 	Moderate py, trace as.",,,,,,3,BLP,5,FALSE,PY,AS,,,HIGH,LAM,LAM,,50,PLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,166.34,178.09,Graph,4,PER,GR,4,,,,,,,,,,,,,,,,,,,,,,,GREY,UO,ST,15,MAFIC,MAFIC-BXMS,BRECCIA,,,,"Light grey. 	Upper contact 25 cm qtz vein. 	Breccia in mudstone matrix. 	Moderate mineralization in matrix py, weakly disseminated in clasts. 	Areas o strong graphite alteration where core is blocky and broken.",,,,,,2,DIS,1,FALSE,PY,,,"	Moderate mineralization in matrix py, weakly disseminated in clasts",,,,,,,FOL,MOD,4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,178.09,199.06,FuQtzCarb,3,PAT,QZ,4,FU,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,MOD,0,,,,,,,25,QC,25,STW,NOD,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,199.06,211.97,TalcChl,4,PER,TA,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,MOD,4,50,,,,,,15,QC,15,STW,DEF,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,211.97,229.28,FuQtzCarb,2,PAT,FU,2,QZ,3,,,,,,,,,,,,,,,,,,,,,GREY,UO,MOD,20,UM,UM-BX,GRAN,,,,"Light grey, granular texture. 	Weak patchy fu altered. 	20% qtz carb veins.	Moderate foliation TCA 40",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,MOD,4,45,,,,,,25,QC,25,STW,DEF,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,229.28,231.9,Albite,4,PER,AB,4,GR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,231.9,233,SerQtzCarb,2,PER,MS,2,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,0.419,,,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,233,247,Albite,3,PER,AB,2,GR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,247,257.88,FuQtzCarb,3,PER,FU,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,257.88,260,Carb,4,FRC,CB,4,FU,2,,,,,brown carb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,260,262.39,FuQtzCarb,2,PER,FU,2,,,,,,,olive green with yellow speckles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,262.39,264.62,FuQtzCarb,3,PER,FU,3,,,,,,,apple  green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,264.62,284.68,FuQtzCarb,2,PAT,FU,2,CB,3,,,,,brown carb-weak fu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,284.68,306,FuQtzCarb,2,PER,FU,2,CA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,306,324.48,TalcChl,2,PER,TA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,FALSE,,,,,,,,,,,,,,,,,,,,25,QZ,25,STW,DEF,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,324.48,338.98,SerQtzCarb,4,PER,MS,4,CB,4,QZ,3,TA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-042,338.98,339.88,FuQtzCarb,3,PER,FU,3,,,,,,,,0.072,,,,,,,,,,,,,,,GREEN-EM,UO,MOD,15,UM,UM,APHAN,,,,"Smooth emerald green colour. Fine grain. Moderate fu alteration. 	Vuggy veins throughout- deformed carb veins. 	Weak py, trace chalco. Moderate foliation TCA 50.",0.367,,,0.367,,1,DIS,0.1,FALSE,PY,CP,,,,,,,,,,,,,,,,,,15,CB,15,IDV,BUD,VUG,0.1,40,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,339.88,346.43,SerQtzCarb,4,PER,MS,4,CB,4,QZ,3,TA,2,,,,,,,,,,,,,,,,,BROWN,UO,MOD,20,UM,UM,GRAN,,,,"Med brown with grey qtz veins. 	Granular texture. 	Brown carbonate alteration-sericite. 	Weak talc alteration. Trace py mineralization. Moderate foliation TCA 40. 	Qtz carb veins 20%, TCA 50.",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,,,,,,,,,,20,QC,20,STW,DEF,MAS,0.1,50,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,346.43,348.88,SerQtzCarb,3,PER,CA,3,EP,4,,,,,,,,,,,,,,,,,,,,,GREY-BLK,UO,WK,15,FLT,UM-BX,BRECCIA,,,,"Angular, uneven fragments in dark fine, soft matrix   (chlor). 	Fragments of brown sericitic-carb altered um and quartz carb veins. 	348.65-348.88 fractured core.",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FLT,HIGH,4,50,,,,,,15,QC,15,STW,BXD,MAS,0.1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,348.88,364.9,SerQtzCarb,3,PER,CB,3,TA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,,,,,,,,,,5,QC,5,IDV,FOL,,0.1,50,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,364.9,379.7,TalcChlCal,4,PER,TA,4,CA,4,,,,,,,,,,,,,,,,,,,,,GREY-BLK,UO,ST,50,UM,UM,GRAN,,,,"Gradational contact into strong talc-chlorite alteration. 	Smooth brown black with grey qtz veins (50%). 	Strong foliation TCA 50. 	Fault at 377 -379.70-heavily fractured zone.	Weak py-blebs of fine pyrite.",,,,,,2,BLP,0.5,FALSE,PY,,,,,,,,,,FOL,HIGH,4,50,,,,,,50,QC,50,STW,FOL,,0.1,50,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,379.7,390.57,FuQtzCarb,3,PER,FU,3,CB,2,AB,3,QZ,3,,,,,,,,,,,,,,,,,GREEN-AP,UO,ST,,UM,UM,,,,,"Siliceous apple green. Weak fu alteration. Albite dyke at 387.63.	Weak pyrite, trace sphalerite.	Albite alteration halos around qtz veins.	Strong foliation TCA 40.	Xcutting veins TCA 40/-40.	Individual thin stringer veins cut other veins.",,,,,,2,DIS,0.5,FALSE,PY,SP,,,,,,,,,FOL,HIGH,4,40,,,,,,15,QC,10,IDV,DEF,,0.1,40,FALSE,QC,5,,STR,DEF,,0.1,40,FALSE,,,,,,,,FALSE,vein 2 cuts vein 1
GCL,KAD17-042,390.57,393.77,TalcChlCal,4,PER,TA,1,CA,4,QZ,2,,,,,,,,,,,,,,,,,,,GREY-BLK,UO,ST,50,UM,UM,GRAN,,,,"Sharp contact into strong talc-chlorite alteration. 	Smooth brown black with grey qtz veins (50%).	Strong foliation TCA 50. 	Trace cubic py.",,,,,,1,BLP,0.1,FALSE,PY,,,,,,,,,,FOL,HIGH,4,40,,,,,,50,QC,50,STW,FOL,MAS,0.1,50,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,393.77,404.9,FuQtzCarb,4,PER,FU,2,CB,4,QZ,3,,,,,,,,,,,,,,,,,,,GREEN-GRY,UO,ST,20,UM,UM,,,,,"Very siliceous with grey coarse grain matrix. Mineralization weak py, concentrated in fractures.	Trace rutile.	Green wispy angular um fragments? 	Weak patchy fu and brown carbonate. 	Strong foliation TCA 40. 	Opaque white carb vein ~74cm at 398m.",,,,,,2,DIS,0.5,FALSE,PY,,,,,,,,,,FOL,MOD,3,40,,,,,,25,QC,15,STW,DEF,MAS,0.1,40,FALSE,QC,10,,IDV,DEF,MAS,0.1,30,FALSE,,,,,,,,FALSE,vein 2 cuts vein 1
GCL,KAD17-042,404.9,406.54,Albite,4,PER,AB,4,QZ,4,,,,,,,,,,,,,,,,,,,,,TAN,UO,WK,,UM,DYKE-ALB,APHAN,,,,"Siliceous,	Tan brown colour. 	Weak mineralization, disseminated pyrite. 	Fractured contact at ~45 TCA.",,,,,,2,DIS,0.5,FALSE,PY,,,,,,,,,,FOL,MOD,2,,,,,,,5,CB,5,IDV,NOD,MAS,0.1,45,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,406.54,416.39,FuQtzCarb,4,PER,QZ,5,FU,3,CB,3,AB,2,patchy albite,,,,,,,,,,,,,,,,GREEN-AP,UO,ST,25,UM,UM,,,,,"Siliceous green-apple. 	Moderate fu, 	Intense qtz. 	Heavily veined qtz-carb. 	Foliation TCA 50.	20 cm opaque carbonate vein ~410m. 	Small albite dyke at 415m. 	Boudonned qtz carb veins. 	Moderate mineralization py, fine cubic.",,,,,,3,DIS,1,FALSE,PY,,,,,,,,,,FOL,MOD,3,50,,,,,,25,QC,25,IDV,BUD,MAS,0.1,50,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-042,416.39,417,,,,,,,,,,,,void,,,,,,,,,,,,,,,,,,,,VOID,VOID,,,,,void,,,,,,,,,FALSE,,,,void,,,,,,,OTH,,,,,,,,void,,,,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,void
GCL,KAD17-042,417,423.15,,,,,,,,,,,,stope - mixed,,,,,,,,,,,,,,,,,,,,FILL,GRAVEL,,,,,"Stope-mixed liths. Missing 4.25m core, core doesnt latch",,,,,,,,,FALSE,,,,,,,,,,,OTH,,,,,,,,stope,,,,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
