Project,Hole,From_m,To_m,Alt_Group,Alt_Intensity,Alt_Style,Alt1,Alt1_Int,Alt2,Alt2_Int,Alt3,Alt3_Int,Alt4,Alt4_Int,Alt5,Alt5_Int,Comments,Relog,Logger,Timestamp
GCL,KAD17-020,197.7,199.15,ChlQtzCarb,4,PAT,QZ,4,CL,2,CB,2,,,,,,0,Stubley,5/31/2017
GCL,KAD17-020,199.15,208.54,ChlCarbCal,3,PER,CL,3,CA,2,CB,3,,,,,,0,Stubley,5/31/2017
GCL,KAD17-020,208.54,229.15,ChlCarbCal,3,PER,CL,3,CB,3,CA,2,,,,,,0,Stubley,5/31/2017
GCL,KAD17-020,229.15,255,ChlCarbCal,3,PER,CL,3,CA,3,CB,3,,,,,,0,Stubley,5/31/2017
GCL,KAD17-021,0,6.99,NA,NA,,,,,,,,,,,,,0,Robinson,9/3/2017
GCL,KAD17-021,6.99,15.84,Albite,3,PAT,AB,3,QZ,3,CB,3,CL,3,,,,0,Robinson,5/31/2017
GCL,KAD17-021,15.84,17.5,ChlQtzCarb,3,PER,QZ,3,CL,3,CB,3,AB,4,,,Local zones of strong albite,0,Robinson,5/31/2017
GCL,KAD17-021,17.5,38.92,FuQtzCarb,3,PER,CB,4,QZ,3,FU,3,CL,4,,,,0,Robinson,5/31/2017
GCL,KAD17-021,38.92,40.7,QtzCarb,5,PER,CB,5,QZ,4,MS,3,,,,,,0,Robinson,5/31/2017
GCL,KAD17-021,40.7,52,FuQtzCarb,3,PER,CB,4,FU,3,QZ,3,,,,,,0,Robinson,5/31/2017
GCL,KAD17-021,52,67.95,FuQtzCarb,4,PER,FU,4,CB,4,QZ,4,AB,3,,,,0,Robinson,5/31/2017
GCL,KAD17-021,67.95,70.6,SerQtzCarb,4,PER,QZ,4,CB,4,MS,3,,,,,,0,Robinson,5/31/2017
GCL,KAD17-021,70.6,75.4,FuQtzCarb,4,PER,QZ,4,CB,4,FU,3,AB,2,,,possible albite?,0,Robinson,5/31/2017
GCL,KAD17-021,75.4,93.52,Albite,5,PER,AB,5,QZ,5,,,,,,,,0,Robinson,5/31/2017
GCL,KAD17-021,93.52,97.42,Graph,5,PER,GR,5,,,,,,,,,,0,Robinson,5/31/2017
GCL,KAD17-021,97.42,120,ChlQtzCarb,3,PER,CL,3,QZ,3,CB,3,MS,3,,,,0,Robinson,5/31/2017
GCL,KAD17-021,120,130,ChlQtzCarb,3,PER,QZ,3,CB,3,CL,3,MS,3,AB,2,,0,Robinson,5/31/2017
GCL,KAD17-021,130,144,ChlQtzCarb,3,PER,QZ,3,CB,3,CL,3,MS,3,,,,0,Robinson,6/1/2017
GCL,KAD17-021,144,145.3,ChlQtzCarb,3,PER,CL,4,QZ,3,CB,4,MS,3,FU,2,,0,Robinson,6/1/2017
GCL,KAD17-021,145.3,148.5,ChlQtzCarb,3,PER,QZ,4,CB,3,CL,3,FU,2,MS,2,,0,Robinson,6/1/2017
GCL,KAD17-021,148.5,159.7,ChlQtzCarb,3,PER,QZ,3,CB,3,CL,3,MS,3,,,Local strong sericite 153-156,0,Robinson,6/1/2017
GCL,KAD17-021,159.7,172.03,Qtz,3,PER,QZ,3,RU,3,,,,,,,Leucoxene? Rutile?,0,Robinson,6/1/2017
GCL,KAD17-021,172.03,179.66,SerQtzCarb,4,PER,QZ,2,CB,5,MS,3,,,,,,0,Robinson,6/1/2017
GCL,KAD17-021,179.66,183.21,ChlQtzCarb,3,PER,QZ,3,CB,3,CL,3,,,,,,0,Robinson,6/1/2017
GCL,KAD17-021,183.21,187.21,QtzCarb,3,PER,QZ,2,CB,3,,,,,,,,0,Robinson,6/1/2017
GCL,KAD17-021,187.21,191.82,FuQtzCarb,4,SEL,FU,4,CB,4,QZ,4,,,,,,0,Robinson,6/1/2017
GCL,KAD17-021,191.82,196,Graph,3,PER,GR,3,CB,3,,,,,,,,0,Robinson,6/1/2017
GCL,KAD17-021,196,199.78,ChlCarb,2,PER,QZ,3,CB,3,CL,3,FU,2,GR,2,,0,Robinson,6/1/2017
GCL,KAD17-021,199.78,200.4,Graph,4,PER,,,,,,,,,,,,0,Robinson,6/1/2017
GCL,KAD17-021,200.4,201.96,GraphChl,3,PER,CL,3,GR,3,FU,2,,,,,,0,Robinson,6/1/2017
GCL,KAD17-021,201.96,202.45,Graph,3,PER,GR,3,,,,,,,,,,0,Robinson,6/1/2017
GCL,KAD17-021,202.45,206.79,ChlQtzCarb,0,PER,QZ,4,CL,4,CB,5,GR,3,,,,0,Robinson,6/1/2017
GCL,KAD17-021,206.79,208.94,Qtz,4,PER,QZ,4,,,,,,,,,,0,Robinson,6/1/2017
GCL,KAD17-021,208.94,212.13,GraphChl,3,PER,GR,3,CL,3,CB,3,QZ,3,,,,0,Robinson,6/1/2017
GCL,KAD17-021,212.13,217.6,Qtz,3,PER,QZ,3,GR,3,,,,,,,,0,Robinson,6/1/2017
GCL,KAD17-021,217.6,226,ChlQtzCarb,3,PER,CL,3,QZ,3,CB,3,,,,,,0,Robinson,6/2/2017
GCL,KAD17-021,226,247.25,ChlQtzCarb,3,PER,CL,3,QZ,3,CB,3,MS,2,,,local zones of sericite,0,Robinson,6/2/2017
GCL,KAD17-021,247.25,251,QtzCarb,4,PER,QZ,4,CB,3,FU,3,,,,,Local zones qz-brown cb,0,Robinson,6/2/2017
GCL,KAD17-021,251,253,QtzCarb,4,PER,QZ,4,CB,4,,,,,,,qz-brown cb,0,Robinson,6/2/2017
GCL,KAD17-021,253,282,ChlQtzCarb,4,PER,QZ,4,CB,4,CL,3,FU,2,,,Alteration predominantly qz-cb+/-fu with local zones of qz-brown cb.  Fuchsite weak to moderate.,0,Robinson,6/2/2017
GCL,KAD17-022,11.7,14.75,ChlQtzCarb,4,PER,CB,4,QZ,4,CL,2,,,,,,0,Stubley,6/1/2017
GCL,KAD17-022,14.75,21.74,FuQtzCarb,2,PAT,FU,2,QZ,3,CB,3,,,,,,0,Stubley,6/1/2017
GCL,KAD17-022,21.74,46.43,ChlCarbCal,4,PAT,CA,3,CL,4,CB,3,FU,2,QZ,3,,0,Stubley,6/1/2017
GCL,KAD17-022,46.43,80.05,FuQtzCarb,4,PER,FU,4,QZ,4,CB,4,,,,,,0,Stubley,6/1/2017
GCL,KAD17-022,80.05,81.53,Qtz,5,FRC,QZ,5,AB,4,,,,,,,,0,Stubley,6/1/2017
GCL,KAD17-022,81.53,90.11,FuQtzCarb,4,PER,FU,4,QZ,4,CB,4,,,,,,0,Stubley,6/1/2017
GCL,KAD17-022,90.11,94.4,NA,NA,,,,,,,,,,,,VOID,0,Stubley,6/1/2017
GCL,KAD17-022,94.4,103.4,FuQtzCarb,3,PER,FU,4,QZ,3,CB,3,AB,1,,,,0,Stubley,6/1/2017
GCL,KAD17-022,103.4,103.54,Albite,4,PER,AB,4,QZ,4,,,,,,,,0,Stubley,6/1/2017
GCL,KAD17-022,103.54,163,FuQtzCarb,3,PER,FU,3,QZ,3,CB,3,AB,3,,,,0,Stubley,6/3/2017
GCL,KAD17-022,163,177.6,FuQtzCarb,4,PER,FU,4,QZ,4,CB,4,,,,,,0,Stubley,6/3/2017
GCL,KAD17-022,177.6,194,ChlQtzCarb,3,PER,CL,3,CB,3,QZ,2,,,,,,0,Unknown,6/4/2017
GCL,KAD17-022,194,194.7,QtzCarb,3,PER,QZ,3,CB,3,,,,,,,,0,Unknown,6/4/2017
GCL,KAD17-022,194.7,216.61,ChlQtzCarb,3,PER,CL,3,QZ,2,CB,3,,,,,,0,Unknown,6/4/2017
GCL,KAD17-022,216.61,229,SerQtzCarb,3,PAT,MS,3,QZ,2,CL,3,FU,2,,,,0,Unknown,6/4/2017
GCL,KAD17-022,229,303,SerQtzCarb,3,PER,MS,2,CL,2,GR,3,,,,,,0,Unknown,6/4/2017
GCL,KAD17-023,0,11.75,NA,NA,,,,,,,,,,,,Overburden,0,Robinson,9/3/2017
GCL,KAD17-023,11.75,15,SerQtzCarb,2,PER,QZ,3,CB,3,MS,3,,,,,,0,Robinson,6/3/2017
GCL,KAD17-023,15,21.39,SerQtzCarb,4,PER,QZ,4,CB,4,MS,3,FU,2,CL,2,,0,Robinson,6/3/2017
GCL,KAD17-023,21.39,28,FuQtzCarb,4,PER,FU,4,QZ,4,CB,4,RU,2,,,"Strong pervasive fu-qz-cb alteration, local patchy strong qz-brown cb alt, trace yellow-brown skeletal ragged leucoxene",0,Robinson,6/3/2017
GCL,KAD17-023,28,37.64,QtzCarb,4,PER,QZ,4,CB,4,FU,2,,,,,Strong pervasive qz-brown cb alteration.  Weak patchy fuchsite,0,Robinson,6/3/2017
GCL,KAD17-023,37.64,65.56,ChlQtzCarb,4,PER,CL,4,QZ,4,CB,4,,,,,qz-brown cb-chl alteration,0,Robinson,6/3/2017
GCL,KAD17-023,65.56,90,NA,NA,,,,,,,,,,,,,0,Robinson,9/3/2017
GCL,KAD17-024,11.85,19.13,SerQtzCarb,4,SEL,MS,4,CB,3,CL,2,,,,,Strong sericite alteration in mudstone and sandstone beds with quartz-carbonate boudins.,0,Blackwell,6/4/2017
GCL,KAD17-024,19.13,29.03,FuQtzCarb,3,PER,CB,3,QZ,3,FU,2,MS,2,,,Pervasive grey quartz-carbonate alteration with weak fuchsite alteration developed along foliation plane and patchy sericitic alteration.,0,Blackwell,6/4/2017
GCL,KAD17-024,29.03,50.95,QtzCarb,4,PER,CB,4,QZ,4,FU,2,CL,3,AB,1,"Pervasive quartz-carbonate alteration with patchy weak fuchsite, and patchy chlorite.",0,Blackwell,6/4/2017
GCL,KAD17-024,50.95,53.1,SerQtzCarb,3,PER,CB,3,MS,3,QZ,2,AB,2,CL,2,Pervasive carbonate + sericite +- albitic alteration and disseminated or spotty chlorite.,0,Blackwell,6/4/2017
GCL,KAD17-024,53.1,72.27,FuQtzCarb,4,PER,QZ,4,CB,4,FU,3,AB,2,,,,0,Blackwell,6/4/2017
GCL,KAD17-024,72.27,74.5,Albite,4,PER,AB,4,QZ,3,CB,3,MS,2,,,,0,Blackwell,6/4/2017
GCL,KAD17-024,74.5,80.49,FuQtzCarb,5,PER,QZ,5,CB,4,FU,4,TM,2,,,"Intensely “flooded” or altered by quartz; dark grey to dark brown, +- possible tourmaline, cross-cuts strong to intense pervasive quartz-carbonate-fuchsite alteration.",0,Blackwell,6/4/2017
GCL,KAD17-024,80.49,89.55,FuQtzCarb,5,PER,FU,5,QZ,5,CB,5,,,,,,0,Blackwell,6/4/2017
GCL,KAD17-024,89.55,90.73,Albite,5,PER,AB,5,QZ,5,CB,2,MS,2,,,Intense albite-quartz alteration,0,Blackwell,6/4/2017
GCL,KAD17-024,90.73,92.76,FuQtzCarb,5,PER,FU,5,QZ,4,CB,4,RU,,,,,0,Blackwell,6/5/2017
GCL,KAD17-024,92.76,93.92,Albite,4,PER,AB,4,QZ,4,CB,2,,,,,,0,Blackwell,6/5/2017
GCL,KAD17-024,93.92,97.67,FuQtzCarb,5,PER,FU,5,QZ,4,CB,4,RU,2,,,,0,Blackwell,6/5/2017
GCL,KAD17-024,98.95,107,FuQtzCarb,4,PER,FU,4,CB,4,QZ,2,RU,2,AB,3,Pervasive Fu-Qtz-Carb altn throughout with alb-quartz altered boudinaged dykes.,0,Blackwell,6/5/2017
GCL,KAD17-024,112,126.08,FuQtzCarb,4,PER,FU,5,QZ,5,CB,4,RU,2,,,,0,Blackwell,6/5/2017
GCL,KAD17-024,137.67,167.21,FuQtzCarb,3,PER,FU,3,QZ,3,CB,4,RU,1,,,,0,Blackwell,6/6/2017
GCL,KAD17-024,167.21,197.54,FuQtzCarb,4,PER,FU,4,QZ,4,CB,4,,,,,,0,Blackwell,6/6/2017
GCL,KAD17-024,197.54,201.61,SerQtzCarb,3,PER,CB,4,QZ,3,MS,2,CL,2,,,,0,Blackwell,6/6/2017
GCL,KAD17-024,201.61,204,QtzCarb,5,PER,QZ,5,CB,3,FU,1,CL,1,AB,2,Strong quartz +- albite +- carbonate alteration; possible weak diffuse fuchsite/chlorite alteration.,0,Blackwell,6/6/2017
GCL,KAD17-025,9,31.96,ChlQtzCarb,4,PAT,CL,4,QZ,4,CB,4,FU,2,MS,3,,0,Stubley,6/5/2017
GCL,KAD17-025,31.96,34.76,Albite,4,PER,AB,,,,,,,,,,,0,Stubley,6/5/2017
GCL,KAD17-025,34.76,39.1,FuQtzCarb,4,PER,FU,3,QZ,4,CB,4,AB,3,,,,0,Stubley,6/5/2017
GCL,KAD17-025,39.1,62.15,ChlQtzCarb,4,PAT,CL,3,QZ,4,CB,4,AB,2,,,,0,Stubley,6/6/2017
GCL,KAD17-025,62.15,73.58,TalcChl,4,PAT,CL,4,CB,4,TA,3,,,,,,0,Unknown,6/6/2017
GCL,KAD17-025,73.58,116.42,TalcChl,5,PER,TA,5,CL,4,CB,4,,,,,,0,Unknown,6/6/2017
GCL,KAD17-025,116.42,146.79,ChlQtzCarb,4,PAT,CL,3,CB,4,AB,3,QZ,3,,,,0,Unknown,6/6/2017
GCL,KAD17-025,146.79,170.92,FuQtzCarb,4,PER,FU,3,QZ,4,CB,4,,,,,,0,Unknown,6/7/2017
GCL,KAD17-025,170.92,191.22,Albite,3,PAT,AB,3,CL,3,CB,3,QZ,3,,,,0,Stubley,6/7/2017
GCL,KAD17-025,191.22,194.44,QtzCarb,3,PAT,QZ,3,CB,3,,,,,,,,0,Stubley,6/7/2017
GCL,KAD17-025,194.44,197.67,ChlQtzCarb,4,PER,QZ,4,CB,4,CL,4,,,,,,0,Stubley,6/7/2017
GCL,KAD17-025,197.67,211.4,Albite,4,PAT,AB,4,CB,3,CL,3,QZ,3,,,,0,Stubley,6/7/2017
GCL,KAD17-025,211.4,230.9,TalcChl,4,PER,TA,4,CL,4,CB,3,,,,,,0,Stubley,6/7/2017
GCL,KAD17-025,230.9,240.87,ChlCarb,3,PER,CL,3,CB,3,,,,,,,,0,Stubley,6/7/2017
GCL,KAD17-025,240.87,261.6,ChlCarb,4,PER,CL,4,CB,4,AB,1,,,,,,0,Stubley,6/8/2017
GCL,KAD17-025,261.6,264.15,Qtz,5,PER,QZ,5,GR,4,,,,,,,Pervasive quartz (very hard) + graphite alteration.,0,Stubley,6/8/2017
GCL,KAD17-025,264.15,265.69,Albite,3,PER,AB,3,CL,4,QZ,3,,,,,Pervasive chlorite alteration and patchy altbite alteration.,0,Stubley,6/8/2017
GCL,KAD17-025,265.69,266.91,Qtz,4,PER,QZ,4,GR,4,,,,,,,,0,Stubley,6/8/2017
GCL,KAD17-025,266.91,312.4,Albite,3,PAT,AB,3,CL,3,CB,3,CA,3,,,Pervasive chlorite alteration and patchy albite alteration. Moderate to strong rxn to HCl.,0,Stubley,6/8/2017
GCL,KAD17-025,312.4,330,Albite,3,PAT,AB,3,QZ,3,CL,3,CA,2,,,Patchy strong to moderate albite-quartz and chlorite-calcite alteration,0,Stubley,6/8/2017
GCL,KAD17-025,330,399,ChlCarbCal,4,PER,CA,4,CB,3,CL,4,,,,,,0,Stubley,6/9/2017
GCL,KAD17-026,10.03,23.73,SerQtzCarb,3,FRC,MS,3,CB,2,QZ,1,CL,2,,,,0,Blackwell,6/7/2017
GCL,KAD17-026,23.73,27,QtzCarb,3,PER,CB,3,QZ,3,CL,2,MS,2,FU,1,,0,Blackwell,6/7/2017
GCL,KAD17-026,27,64.82,FuQtzCarb,4,PER,FU,4,QZ,4,CB,4,RU,1,,,,0,Blackwell,6/7/2017
GCL,KAD17-026,64.82,79.35,QtzCarb,3,PER,CB,3,QZ,3,MS,2,CL,1,,,,0,Blackwell,6/7/2017
GCL,KAD17-026,79.35,102,TalcChl,4,PER,CL,4,TA,3,CB,3,,,,,,0,Blackwell,6/7/2017
GCL,KAD17-026,102,110.95,ChlQtzCarb,4,PER,CB,4,QZ,2,CL,3,MS,2,,,,0,Blackwell,6/8/2017
GCL,KAD17-026,110.95,118.8,FuQtzCarb,4,PER,FU,4,QZ,5,CB,4,TM,2,RU,1,,0,Blackwell,6/8/2017
GCL,KAD17-026,123.83,131.76,FuQtzCarb,3,PER,CB,4,QZ,3,FU,3,CL,2,MS,2,,0,Blackwell,6/8/2017
GCL,KAD17-026,131.76,147.55,FuQtzCarb,3,PER,FU,3,CB,4,QZ,4,RU,1,,,,0,Blackwell,6/8/2017
GCL,KAD17-026,147.55,147.75,Albite,4,PER,AB,4,QZ,4,CB,3,,,,,,0,Blackwell,6/9/2017
GCL,KAD17-026,158,167.15,Albite,4,PER,AB,4,QZ,4,CB,2,,,,,,0,Blackwell,6/9/2017
GCL,KAD17-026,167.15,175.08,FuQtzCarb,3,PER,FU,3,QZ,3,CB,4,CL,2,MS,2,,0,Blackwell,6/9/2017
GCL,KAD17-026,175.08,175.62,Albite,4,PER,AB,4,QZ,4,MS,3,CB,3,,,,0,Blackwell,6/9/2017
GCL,KAD17-026,175.62,195.64,FuQtzCarb,3,PER,FU,3,CB,4,QZ,3,CL,1,MS,1,,0,Blackwell,6/10/2017
GCL,KAD17-026,195.64,221.1,FuQtzCarb,3,PER,FU,3,QZ,3,CB,4,MS,2,CL,2,,0,Blackwell,6/10/2017
GCL,KAD17-026,221.1,230,Albite,5,PER,AB,5,QZ,5,,,,,,,Strong pervasive quartz-carbonate alteration +- albite.,0,Blackwell,6/10/2017
GCL,KAD17-027,7.75,16.04,TalcChl,4,PER,TA,4,CL,4,CB,4,,,,,,0,Stubley,6/10/2017
GCL,KAD17-027,16.04,23,ChlQtzCarb,4,PER,CB,4,CL,3,QZ,3,,,,,,0,Stubley,6/10/2017
GCL,KAD17-027,23,33.38,FuQtzCarb,3,PAT,FU,3,QZ,3,CB,4,AB,4,,,,0,Stubley,6/10/2017
GCL,KAD17-027,33.38,34.5,Albite,5,PER,AB,5,QZ,4,,,,,,,,0,Stubley,6/10/2017
GCL,KAD17-027,34.5,36,ChlQtzCarb,3,PAT,AB,4,CL,3,CB,3,QZ,3,,,,0,Stubley,6/10/2017
GCL,KAD17-027,36,41,ChlQtzCarb,4,PER,QZ,4,CB,4,CL,3,AB,3,,,,0,Stubley,6/10/2017
GCL,KAD17-027,41,55.9,FuQtzCarb,4,PAT,AB,4,FU,4,QZ,4,CB,4,,,,0,Stubley,6/11/2017
GCL,KAD17-027,62.6,86,ChlQtzCarb,5,PAT,CL,4,QZ,3,CB,4,TA,3,RU,3,,0,Stubley,6/11/2017
GCL,KAD17-027,86,91.45,Albite,5,FRC,AB,5,QZ,5,CL,4,TA,2,MS,3,,0,Stubley,6/11/2017
GCL,KAD17-027,91.45,131,TalcChl,5,PER,TA,5,CL,4,,,,,,,,0,Stubley,6/12/2017
GCL,KAD17-027,131,142,FuQtzCarb,5,PER,QZ,5,CB,5,FU,5,RU,3,,,,0,Stubley,6/12/2017
GCL,KAD17-027,142,153.25,ChlQtzCarb,4,PAT,QZ,5,CB,4,CL,3,FU,3,,,,0,Stubley,6/12/2017
GCL,KAD17-027,153.25,160,TalcChl,4,PER,TA,4,CL,4,,,,,,,,0,Stubley,6/12/2017
GCL,KAD17-027,160,170.5,Qtz,5,PER,QZ,5,FU,3,AB,2,CB,2,,,,0,Stubley,6/12/2017
GCL,KAD17-027,170.5,204.44,QtzCarb,3,PAT,QZ,3,CL,3,CB,3,FU,2,AB,,,0,Stubley,6/14/2017
GCL,KAD17-027,204.44,216,ChlCarbCal,4,PER,CA,3,CL,3,CB,4,AB,2,,,,0,Stubley,6/14/2017
GCL,KAD17-027,216,220,QtzCarb,4,SEL,QZ,4,CL,3,CB,4,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,220,227,ChlCarbCal,4,PER,CL,4,CB,4,CA,4,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,227,230.19,ChlCarbCal,4,PER,CL,4,CA,4,,,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,230.19,246.56,TalcChlCal,5,PER,TA,5,CL,4,CA,4,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,246.56,249,ChlCarbCal,4,PER,CL,4,CA,4,,,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,249,260.6,TalcChl,5,PER,TA,4,CL,4,CA,4,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,260.6,262.2,ChlCarbCal,4,PER,CL,4,CA,4,,,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,262.2,265.17,TalcChl,5,PER,TA,4,CL,4,CA,4,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,265.17,271.4,ChlCarbCal,4,PER,CL,4,CA,4,,,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,271.4,285,TalcChl,5,PAT,TA,4,CL,4,CA,4,,,,,,0,Stubley,6/14/2017
GCL,KAD17-028,9,25.36,SerQtzCarb,3,PER,MS,3,CB,3,CL,2,QZ,1,,,Sercitie alteration strongly developed in the sandstone beds and weaker in mudstone beds.,0,Blackwell,6/11/2017
GCL,KAD17-028,25.36,50.95,SerQtzCarb,3,PER,MS,3,CB,3,QZ,1,CL,2,,,,0,Blackwell,6/11/2017
GCL,KAD17-028,50.95,59.46,ChlQtzCarb,3,PER,CL,3,CB,3,QZ,3,FU,1,,,,0,Blackwell,6/11/2017
GCL,KAD17-028,59.46,61.86,Albite,4,PER,AB,4,QZ,4,MS,2,CL,1,CB,2,,0,Blackwell,6/11/2017
GCL,KAD17-028,61.86,89.44,QtzCarb,4,PER,CB,4,QZ,4,CL,3,MS,3,FU,1,,0,Blackwell,6/12/2017
GCL,KAD17-028,89.44,103.18,FuQtzCarb,4,PER,FU,4,QZ,4,CB,4,RU,1,AB,1,,0,Blackwell,6/12/2017
GCL,KAD17-028,103.18,113.42,FuQtzCarb,4,PER,FU,4,QZ,4,CB,4,AB,3,MS,3,Pervasive fuchsite-sericite-quartz-carbonate alteration of ultramafic. Pervasive albite-quartz alteration of abitites.,0,Blackwell,6/12/2017
GCL,KAD17-028,113.42,117.79,Albite,4,PER,AB,4,QZ,4,CB,3,MS,2,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,117.79,118.62,FuQtzCarb,4,PER,FU,4,QZ,4,CB,3,MS,2,AB,3,Pervasive fuchsite-quartz-carbonate alteration of ultramafic. Pervasive albite-quartz-muscovite-carbonate altered albitite.,0,Blackwell,6/12/2017
GCL,KAD17-028,118.62,131.58,SerQtzCarb,4,PER,CB,4,QZ,3,MS,3,CL,2,FU,1,Pervasive sericite-carbonate-quartz-chlorite alteration. 10-50% quartz-carbonate stockwork infill.,0,Blackwell,6/12/2017
GCL,KAD17-028,149.43,150.04,Albite,3,PER,AB,3,CB,3,MS,3,,,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,150.04,153.6,FuQtzCarb,3,PER,CB,3,QZ,2,FU,2,MS,2,CL,2,,0,Blackwell,6/13/2017
GCL,KAD17-028,156.35,162.32,FuQtzCarb,3,PER,QZ,4,CB,3,FU,3,AB,2,MS,2,Pervasive quartz-carbonate fuchsite alteration +- albite +- sericite +- chlorite.,0,Blackwell,6/13/2017
GCL,KAD17-028,162.32,168,FuQtzCarb,3,PER,FU,3,QZ,3,CB,4,MS,2,CL,2,,0,Blackwell,6/13/2017
GCL,KAD17-028,168,179.17,FuQtzCarb,3,PER,FU,3,CB,4,QZ,3,MS,2,CL,2,,0,Blackwell,6/13/2017
GCL,KAD17-028,179.17,191,Qtz,4,PER,QZ,4,GR,4,CB,2,,,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,191,202.72,Carb,3,PER,CB,3,AB,3,CA,1,,,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,202.72,217.12,Albite,3,PAT,AB,3,CB,3,CA,2,CL,3,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,217.12,233.03,Albite,4,PER,AB,4,CB,4,CL,2,QZ,2,,,,0,Blackwell,6/14/2017
GCL,KAD17-028,233.03,234.2,Graph,4,PER,GR,4,AB,3,QZ,3,,,,,,0,Blackwell,6/14/2017
GCL,KAD17-028,234.2,237.52,Qtz,5,PER,QZ,5,AB,4,,,,,,,Intense pervasive quartz-albite alteration.,0,Blackwell,6/14/2017
GCL,KAD17-028,237.52,250.7,QtzCarb,5,PER,QZ,5,CB,4,FU,2,CL,2,MS,2,"Strong to intense quartz-carbonate alteration, weak or diffuse fuchsite alteration, weak patchy sericite-chlroite alteration.",0,Blackwell,6/14/2017
GCL,KAD17-028,250.7,262.42,QtzCarb,5,PER,QZ,5,CB,5,MS,2,CL,3,FU,1,,0,Blackwell,6/14/2017
GCL,KAD17-028,262.42,282,ChlCarbCal,5,PER,CL,4,CB,4,CA,4,MS,2,,,,0,Blackwell,6/14/2017
GCL,KAD17-029,6.45,32.3,SerQtzCarb,3,PER,MS,3,CL,2,CB,2,,,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,32.3,57.34,SerQtzCarb,3,PER,MS,3,FU,2,CB,3,CL,2,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,57.34,71.11,ChlQtzCarb,3,PER,CL,4,CB,4,QZ,3,MS,2,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,71.11,75.76,Albite,3,PER,AB,3,MS,3,QZ,2,FU,1,CL,1,,0,Blackwell,6/15/2017
GCL,KAD17-029,75.76,84.5,ChlQtzCarb,3,PER,CL,3,CB,3,QZ,2,MS,2,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,84.5,94.55,FuQtzCarb,5,PER,QZ,5,CB,5,FU,4,MS,2,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,94.55,103.05,Albite,3,PER,AB,3,CB,3,MS,3,CL,3,FU,1,Pervasive albite-carbonate-sericite altered. Upper contact is gradational with trave to weak fuchsite alteration.,0,Blackwell,6/16/2017
GCL,KAD17-029,103.05,124.87,FuQtzCarb,5,PER,FU,4,CB,4,QZ,4,MS,1,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,124.87,129.41,FuQtzCarb,4,PER,FU,3,MS,2,CB,3,QZ,3,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,129.41,133.57,FuQtzCarb,3,PER,FU,2,CB,4,QZ,3,MS,2,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,133.57,147.05,ChlQtzCarb,4,PER,CB,4,QZ,4,CL,3,MS,3,FU,2,,0,Blackwell,6/16/2017
GCL,KAD17-029,147.05,155.65,ChlCarb,4,PER,CL,4,CB,4,TA,1,QZ,2,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,155.65,157.81,Qtz,4,PER,QZ,4,AB,2,,,,,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,157.81,172.63,ChlCarb,4,PER,CL,4,CB,4,TA,1,QZ,2,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,191.07,195,FuQtzCarb,3,PER,FU,2,CB,3,QZ,3,MS,1,RU,1,,0,Blackwell,6/17/2017
GCL,KAD17-029,203.72,211.9,FuQtzCarb,3,PER,FU,3,CB,4,QZ,3,MS,2,RU,1,,0,Blackwell,6/17/2017
GCL,KAD17-029,222,224.13,FuQtzCarb,3,PER,FU,3,CB,3,QZ,3,MS,2,RU,1,,0,Blackwell,6/17/2017
GCL,KAD17-029,231.57,239.95,QtzCarb,4,PER,QZ,4,CB,3,FU,2,CL,2,TM,1,Black tourmaline in QC veins,0,Blackwell,6/18/2017
GCL,KAD17-029,239.95,268,QtzCarb,4,PER,QZ,4,CB,3,FU,2,CL,2,,,Pervasive quartz-carbonate alteration with very weak or subtle fuchsite-chlorite alteration.,0,Blackwell,6/18/2017
GCL,KAD17-029,268,273.14,Qtz,4,PER,QZ,4,AB,3,CB,2,,,,,,0,Blackwell,6/18/2017
GCL,KAD17-029,273.14,297.39,QtzCarb,3,PER,QZ,3,CB,3,AB,3,CL,2,,,,0,Blackwell,6/19/2017
