Project,Hole,From_m,To_m,Min_Intensity,Min_Style,Min_Pct,VG,Min1,Min2,Min3,Min4,Min5,Comments,Relog,Logger,Timestamp
GCL,KAD17-027,204.44,209,1,DIS,0.25,FALSE,PY,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,209,211,3,DIS,4,FALSE,PY,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,211,216,2,DIS,1,FALSE,PY,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,216,220,3,DIS,3,FALSE,PY,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,220,285,1,DIS,0.5,FALSE,PY,,,,,,0,Stubley,6/14/2017
GCL,KAD17-028,9,25.36,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,6/11/2017
GCL,KAD17-028,25.36,50.95,1,DIS,0.1,FALSE,PY,,,,,Oxidized sulfides in rare quartz veins.,0,Blackwell,6/11/2017
GCL,KAD17-028,50.95,59.46,1,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,6/11/2017
GCL,KAD17-028,59.46,61.86,4,DIS,1,FALSE,PY,,,,,,0,Blackwell,6/11/2017
GCL,KAD17-028,61.86,89.44,2,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,89.44,103.18,4,DIS,1.5,FALSE,PY,CP,AS,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,103.18,113.42,4,DIS,1.5,FALSE,PY,AS,,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,113.42,117.79,4,DIS,3,FALSE,PY,AS,,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,117.79,118.62,3,DIS,2,FALSE,PY,,,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,118.62,131.58,2,DIS,0.5,FALSE,PY,,,,,Very silvery pyrite - possible arsenopyrite,0,Blackwell,6/12/2017
GCL,KAD17-028,149.43,150.04,4,DIS,5,FALSE,PY,,,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,150.04,153.6,2,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,156.35,162.32,3,BLP,1,FALSE,PY,,,,,"Very silvery, arsenian, pyrite",0,Blackwell,6/13/2017
GCL,KAD17-028,162.32,168,2,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,168,179.17,2,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,179.17,191,4,DIS,3,FALSE,PY,AS,,,,Disseminated pyrite and trace arsenopyrite,0,Blackwell,6/13/2017
GCL,KAD17-028,191,202.72,3,DIS,0.5,FALSE,PY,CP,,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,202.72,217.12,3,DIS,1,FALSE,PY,CP,,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,217.12,233.03,4,DIS,3,FALSE,PY,AS,,,,,0,Blackwell,6/14/2017
GCL,KAD17-028,233.03,234.2,4,DIS,5,FALSE,PY,AS,,,,,0,Blackwell,6/14/2017
GCL,KAD17-028,234.2,237.52,5,DIS,5,FALSE,PY,AS,CP,,,,0,Blackwell,6/14/2017
GCL,KAD17-028,237.52,250.7,3,DIS,1,FALSE,PY,CP,,,,,0,Blackwell,6/14/2017
GCL,KAD17-028,250.7,262.42,4,BLP,1,FALSE,PY,CP,,,,,0,Blackwell,6/14/2017
GCL,KAD17-028,262.42,282,3,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,6/14/2017
GCL,KAD17-029,6.45,32.3,1,DIS,0.1,FALSE,PY,,,,,Trace to no disseminated pyrite,0,Blackwell,6/15/2017
GCL,KAD17-029,32.3,57.34,2,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,57.34,71.11,1,DIS,0.1,FALSE,PY,,,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,71.11,75.76,4,DIS,1,FALSE,PY,,,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,75.76,84.5,1,DIS,0.1,FALSE,PY,,,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,84.5,94.55,4,DIS,2,FALSE,PY,,,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,94.55,103.05,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,103.05,124.87,4,DIS,2,FALSE,PY,AS,TT,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,124.87,129.41,3,DIS,1,FALSE,PY,,,,,Pyrite and arsenian pyrite,0,Blackwell,6/16/2017
GCL,KAD17-029,129.41,133.57,4,DIS,2,FALSE,PY,TT,,,,Coarse tennantine in quart-carbonate veins,0,Blackwell,6/16/2017
GCL,KAD17-029,133.57,147.05,3,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,147.05,155.65,3,DIS,1,FALSE,PY,,,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,155.65,157.81,1,DIS,0.1,FALSE,PY,,,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,157.81,172.63,3,DIS,0.5,FALSE,PY,CP,,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,191.07,195,3,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,6/17/2017
GCL,KAD17-029,203.72,211.9,2,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,6/17/2017
GCL,KAD17-029,222,224.13,2,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,6/17/2017
GCL,KAD17-029,231.57,239.95,3,DIS,1,FALSE,PY,CP,TT,,,Cpy and Tnt in white quartz-carb veins,0,Blackwell,6/18/2017
GCL,KAD17-029,239.95,268,3,DIS,1,FALSE,PY,CP,TT,SP,,,0,Blackwell,6/18/2017
GCL,KAD17-029,268,273.14,4,DIS,10,FALSE,PY,AS,,,,,0,Blackwell,6/18/2017
GCL,KAD17-029,273.14,297.39,3,DIS,0.5,FALSE,PY,CP,,,,Minor zones of patches of up to 2% pyrite,0,Blackwell,6/19/2017
GCL,KAD17-029,297.39,304.17,4,DIS,2,FALSE,PY,CP,AS,,,,0,Blackwell,6/19/2017
GCL,KAD17-029,304.17,306.35,5,DIS,15,FALSE,PY,CP,AS,,,,0,Blackwell,6/19/2017
GCL,KAD17-029,306.35,310.15,2,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,6/19/2017
GCL,KAD17-029,310.15,312.57,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,6/19/2017
GCL,KAD17-029,312.57,342,3,DIS,1,TRUE,PY,VG,,,,Very fine gold (<0.1mm) present in the fuchsite-quartz-carbonate altered groundmass at 336m,0,Blackwell,6/20/2017
GCL,KAD17-029,342,361.71,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,6/20/2017
GCL,KAD17-029,361.71,365.13,3,DIS,1,FALSE,PY,,,,,,0,Blackwell,6/20/2017
GCL,KAD17-029,365.13,367.7,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,6/20/2017
GCL,KAD17-029,367.7,429,2,DIS,0.5,FALSE,PY,PO,,,,,0,Blackwell,6/20/2017
GCL,KAD17-030,4.15,10.24,2,DIS,1,FALSE,PY,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,10.24,18.47,3,DIS,3,FALSE,PY,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,18.47,26,2,DIS,1,FALSE,PY,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,26,40,3,DIS,3,FALSE,PY,TT,CP,,,,0,Stubley,6/16/2017
GCL,KAD17-030,40,52.27,2,DIS,0.5,FALSE,PY,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,52.27,81,1,DIS,0.2,FALSE,PY,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,81,82,3,DIS,5,FALSE,PY,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,82,99.28,1,DIS,0.25,FALSE,PY,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,99.28,111.2,1,,0.1,FALSE,PY,,,,,,0,Stubley,6/17/2017
GCL,KAD17-030,111.2,142.8,3,DIS,4,FALSE,PY,CP,TT,,,,0,Stubley,6/17/2017
GCL,KAD17-030,142.8,154.84,4,DIS,8,FALSE,PY,CP,,,,,0,Stubley,6/17/2017
GCL,KAD17-030,154.84,159.4,1,DIS,0.25,FALSE,PY,,,,,,0,Stubley,6/17/2017
GCL,KAD17-030,159.4,177.09,2,VN,1,FALSE,PY,,,,,,0,Stubley,6/18/2017
GCL,KAD17-030,177.09,198.4,1,DIS,0.2,FALSE,PY,,,,,,0,Stubley,6/18/2017
GCL,KAD17-030,198.4,213.85,3,DIS,4,FALSE,PY,CP,,,,,0,Stubley,6/18/2017
GCL,KAD17-030,213.85,222.97,1,BLP,0.5,FALSE,PY,,,,,,0,Stubley,6/18/2017
GCL,KAD17-030,222.97,225.4,3,VN,1,TRUE,VG,PY,CP,,,,0,Stubley,6/18/2017
GCL,KAD17-030,225.4,228.85,4,BLP,15,FALSE,PY,CP,,,,,0,Stubley,6/18/2017
GCL,KAD17-030,228.85,256.32,2,DIS,1,FALSE,PY,,,,,,0,Stubley,6/18/2017
GCL,KAD17-030,256.32,259.42,4,BLP,8,FALSE,AS,PY,,,,,0,Stubley,6/18/2017
GCL,KAD17-030,259.42,303.85,2,DIS,1,FALSE,PY,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,303.85,305.5,3,DIS,5,FALSE,PY,AS,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,305.5,306.67,1,DIS,0.1,FALSE,PY,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,306.67,337.22,4,DIS,13,FALSE,PY,AS,,,,,0,Stubley,6/20/2017
GCL,KAD17-030,337.22,343.25,5,BLP,8,FALSE,PY,AS,,,,,0,Stubley,6/20/2017
GCL,KAD17-030,343.25,363.6,1,DIS,0.2,FALSE,PY,,,,,,0,Stubley,6/20/2017
GCL,KAD17-030,363.6,366.55,4,DIS,2,FALSE,PY,,,,,,0,Stubley,6/20/2017
GCL,KAD17-030,366.55,375,5,BLP,8,FALSE,PY,AS,,,,,0,Stubley,6/20/2017
GCL,KAD17-030,375,379,3,DIS,3,FALSE,PY,,,,,,0,Stubley,6/20/2017
GCL,KAD17-030,379,414,2,DIS,1,FALSE,PY,,,,,,0,Stubley,6/20/2017
GCL,KAD17-031,8.2,15.82,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,6/21/2017
GCL,KAD17-031,15.82,26.21,3,DIS,1,FALSE,PY,TT,,,,Disseminated fine-grained pyrite and aggregates of tennantite in QC veins,0,Blackwell,6/21/2017
GCL,KAD17-031,26.21,28.42,3,DIS,1,FALSE,PY,SP,,,,,0,Blackwell,6/21/2017
GCL,KAD17-031,28.42,33.12,4,DIS,2,FALSE,PY,,,,,,0,Blackwell,6/22/2017
GCL,KAD17-031,33.12,38.2,3,DIS,1,FALSE,PY,,,,,Weak disseminated pyrite and strong disseminated pyrite in albitite fragments,0,Blackwell,6/22/2017
GCL,KAD17-031,38.2,48.9,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,6/22/2017
GCL,KAD17-031,48.9,69.36,4,DIS,2,FALSE,PY,,,,,,0,Blackwell,6/22/2017
GCL,KAD17-031,69.36,83.88,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,6/22/2017
GCL,KAD17-031,83.88,103.84,4,DIS,2,FALSE,PY,CP,SP,TT,,,0,Blackwell,6/22/2017
GCL,KAD17-031,103.84,117.16,4,DIS,2,FALSE,PY,,,,,,0,Blackwell,6/22/2017
GCL,KAD17-031,117.16,140.33,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,140.33,146.19,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,146.19,170.79,4,DIS,2,TRUE,PY,CP,TT,VG,,,0,Blackwell,6/23/2017
GCL,KAD17-031,170.79,172.57,3,DIS,1,FALSE,PY,,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,172.57,179.55,4,DIS,5,FALSE,PY,CP,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,179.55,188.49,4,DIS,2,FALSE,PY,PO,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,188.49,192.67,4,DIS,5,FALSE,PY,,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,192.67,218.36,3,DIS,1,FALSE,PY,CP,,,,,0,Blackwell,6/24/2017
GCL,KAD17-031,218.36,220.86,5,DIS,20,FALSE,PY,,,,,,0,Blackwell,6/24/2017
GCL,KAD17-031,220.86,233.16,2,DIS,0.5,FALSE,PY,,,,,Patchy trace to moderate pyrite mineralization,0,Blackwell,6/24/2017
GCL,KAD17-031,233.16,237.66,4,DIS,3,FALSE,SP,CP,PY,,,Galena (bluish-grey mineral with a grey streak) in quartz veins,0,Blackwell,6/24/2017
GCL,KAD17-031,237.66,244.49,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,6/24/2017
GCL,KAD17-031,244.49,252.47,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,6/24/2017
GCL,KAD17-031,252.47,254.65,3,DIS,1,FALSE,CP,PY,,,,,0,Blackwell,6/24/2017
GCL,KAD17-031,254.65,267.51,2,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,6/24/2017
GCL,KAD17-031,267.51,268.95,4,DIS,10,FALSE,PY,,,,,"Very fine-grained, brassy pyrite",0,Blackwell,6/24/2017
GCL,KAD17-031,268.95,282,3,DIS,1,FALSE,PY,,,,,,0,Blackwell,6/24/2017
GCL,KAD17-032,5,15.63,1,DIS,0.2,FALSE,PY,,,,,Possible arsenian pyrite?,0,Stubley,6/21/2017
GCL,KAD17-032,15.63,20.2,1,DIS,0.01,FALSE,PY,,,,,,0,Stubley,6/21/2017
GCL,KAD17-032,20.2,30.47,3,DIS,2,FALSE,PY,TT,,,,,0,Stubley,6/22/2017
GCL,KAD17-032,30.47,38.6,2,DIS,1,FALSE,PY,,,,,,0,Stubley,6/22/2017
GCL,KAD17-032,38.6,55.09,2,DIS,1,FALSE,PY,,,,,,0,Stubley,6/22/2017
GCL,KAD17-032,55.09,97,3,DIS,4,FALSE,PY,TT,,,,,0,Stubley,6/22/2017
GCL,KAD17-032,97,107.1,2,DIS,2,FALSE,PY,,,,,,0,Stubley,6/22/2017
GCL,KAD17-032,107.1,117.24,3,DIS,3,FALSE,PY,TT,,,,,0,Stubley,6/23/2017
GCL,KAD17-032,121.58,126,2,DIS,0.25,FALSE,PY,,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,126,127.9,1,DIS,0.1,FALSE,PY,,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,127.9,131.56,2,DIS,0.5,FALSE,PY,CP,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,131.56,134,2,DIS,0.25,FALSE,PY,,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,134,139.96,2,DIS,0.5,FALSE,PY,CP,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,140.34,142.95,1,DIS,0.1,FALSE,PY,,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,142.95,150.65,2,DIS,0.5,FALSE,PY,PO,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,150.65,155.8,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,155.8,159,2,DIS,0.5,FALSE,PY,PO,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,159,160.78,4,DIS,2,FALSE,PY,CP,AS,,,,0,Tupper,6/23/2017
GCL,KAD17-032,160.78,169.44,4,DIS,2,FALSE,PY,CP,PO,AS,,trace arseno.,0,Tupper,6/24/2017
GCL,KAD17-032,169.44,172.08,1,DIS,0.1,FALSE,PY,,,,,,0,Tupper,6/24/2017
GCL,KAD17-032,172.08,176.35,3,DIS,1,FALSE,PY,CP,PO,,,,0,Tupper,6/24/2017
GCL,KAD17-032,176.35,177.95,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,6/24/2017
GCL,KAD17-032,177.95,179.95,2,VE,0.5,FALSE,PY,,,,,,0,Tupper,6/24/2017
GCL,KAD17-032,179.95,196.45,3,DIS,1.5,FALSE,PY,CP,AS,,,trace Ars,0,Tupper,6/24/2017
GCL,KAD17-032,196.45,199.5,2,DIS,1,FALSE,PY,,,,,,0,Tupper,6/24/2017
GCL,KAD17-032,199.5,206,3,DIS,1.5,FALSE,PY,CP,,,,,0,Tupper,6/24/2017
GCL,KAD17-032,206,220.05,2,DIS,0.25,FALSE,PY,,,,,,0,Tupper,6/24/2017
GCL,KAD17-032,220.05,222.7,4,BLP,5,FALSE,PY,CP,AS,,,,0,Tupper,6/24/2017
GCL,KAD17-032,222.7,227.95,2,DIS,0.5,FALSE,PY,CP,,,,,0,Tupper,6/25/2017
GCL,KAD17-032,227.95,234,3,DIS,1.5,FALSE,PY,PO,,,,,0,Tupper,6/25/2017
GCL,KAD17-032,234,239.17,4,DIS,5,FALSE,AS,PY,CP,,,,0,Tupper,6/25/2017
GCL,KAD17-032,239.17,270.95,3,DIS,2,FALSE,CP,PY,AS,,,,0,Tupper,6/25/2017
GCL,KAD17-032,270.95,276.75,4,DIS,3.5,FALSE,CP,AS,PY,,,,0,Tupper,6/25/2017
GCL,KAD17-032,276.75,291.41,2,DIS,0.5,FALSE,PY,CP,,,,,0,Tupper,6/26/2017
GCL,KAD17-032,291.41,300.3,4,DIS,5,FALSE,AS,CP,PY,,,,0,Tupper,6/26/2017
GCL,KAD17-032,300.3,302.26,1,VN,0.1,FALSE,PY,,,,,barren mafic dyke. Trace disseminated PY in crosscutting stringer Qz veins.,0,Tupper,6/26/2017
GCL,KAD17-032,302.26,304.15,2,DIS,1,FALSE,PY,,,,,,0,Tupper,6/26/2017
GCL,KAD17-032,304.15,310.05,4,PAT,3,FALSE,CP,PY,,,,,0,Tupper,6/26/2017
GCL,KAD17-032,310.05,310.72,2,VN,0.1,FALSE,PY,,,,,,0,Tupper,6/26/2017
GCL,KAD17-032,310.72,314.65,4,DIS,2.5,FALSE,PY,CP,,,,,0,Tupper,6/26/2017
GCL,KAD17-032,314.65,339.95,2,DIS,0.5,FALSE,PY,CP,,,,,0,Tupper,6/26/2017
GCL,KAD17-032,339.95,351.05,3,DIS,1.5,FALSE,CP,PY,,,,,0,Tupper,6/27/2017
GCL,KAD17-032,351.05,375.71,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,6/27/2017
GCL,KAD17-032,375.71,385.46,3,VE,2.5,FALSE,PY,CP,,,,,0,Tupper,6/27/2017
GCL,KAD17-032,385.46,403.88,4,DIS,5,FALSE,PY,,,,,,0,Tupper,6/27/2017
GCL,KAD17-032,403.88,413.25,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,6/27/2017
GCL,KAD17-032,413.25,429,4,DIS,4,FALSE,PY,,,,,,0,Tupper,6/27/2017
GCL,KAD17-033,6,19,1,DIS,0.1,FALSE,PY,,,,,Trace blebby pyrite across interval.  5% py occurs at 10.35-10.40 associated with qz-cb+-scheelite vein??,0,Unknown,6/25/2017
GCL,KAD17-033,19,31.13,1,DIS,0.1,FALSE,PY,,,,,Trace sulphide.  Veinlet of py at 23.15m,0,Unknown,6/25/2017
GCL,KAD17-033,31.13,73.47,1,DIS,0.1,FALSE,PY,,,,,,0,Unknown,6/25/2017
GCL,KAD17-033,73.47,77.77,2,DIS,1,FALSE,PY,,,,,,0,Unknown,6/26/2017
GCL,KAD17-033,77.77,89.82,2,DIS,1,FALSE,PY,,,,,,0,Robinson,6/26/2017
GCL,KAD17-033,89.82,92.11,3,BLP,5,FALSE,PY,,,,,,0,Robinson,6/26/2017
GCL,KAD17-033,92.11,97.34,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,6/26/2017
GCL,KAD17-033,97.34,101.84,2,DIS,1,FALSE,PY,,,,,,0,Robinson,6/26/2017
GCL,KAD17-033,101.84,110.25,2,DIS,3,FALSE,PY,,,,,,0,Robinson,6/26/2017
GCL,KAD17-033,110.25,111.9,2,DIS,5,FALSE,PY,,,,,,0,Robinson,6/26/2017
GCL,KAD17-033,111.9,114,3,DIS,2,FALSE,PY,,,,,,0,Robinson,6/26/2017
GCL,KAD17-033,114,141,3,DIS,2,FALSE,PY,AS,,,,2% disseminated py.  Trace as noted across interval,0,Robinson,6/26/2017
GCL,KAD17-033,141,163,4,DIS,5,FALSE,PY,AS,CP,,,"2-5% dissem py, trace to 1%  as, Local zones with up to 3% cpy.",0,Robinson,6/26/2017
GCL,KAD17-033,163,192,2,DIS,1,FALSE,PY,,,,,Trace to 1% disseminated py,0,Robinson,6/27/2017
GCL,KAD17-033,192,193,3,BLP,5,FALSE,PY,,,,,corse blebby py,0,Robinson,6/27/2017
GCL,KAD17-033,193,196.9,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,6/27/2017
GCL,KAD17-033,196.9,209,4,BLP,5,FALSE,PY,,,,,5-10% blebs and veinlets of py,0,Robinson,6/27/2017
GCL,KAD17-033,209,213.97,3,DIS,1,FALSE,PY,,,,,,0,Robinson,6/27/2017
GCL,KAD17-033,213.97,215,2,DIS,1,FALSE,PY,AS,,,,Trace arsenopyrite,0,Robinson,6/27/2017
GCL,KAD17-033,215,221.55,2,DIS,1,FALSE,PY,,,,,,0,Robinson,6/27/2017
GCL,KAD17-033,221.55,226.62,4,DIS,5,FALSE,PY,CP,PO,,,,0,Robinson,6/27/2017
GCL,KAD17-033,226.62,234.2,3,BLP,5,FALSE,PY,,,,,,0,Robinson,6/27/2017
GCL,KAD17-033,234.2,244.15,4,BLP,5,FALSE,PY,,,,,,0,Robinson,6/27/2017
GCL,KAD17-033,244.15,252.53,3,BLP,5,FALSE,PY,,,,,,0,Robinson,6/27/2017
GCL,KAD17-033,252.53,256,3,DIS,2,FALSE,PY,AS,,,,,0,Robinson,6/27/2017
GCL,KAD17-033,256,257,2,BLP,2,FALSE,PY,,,,,,0,Robinson,6/27/2017
GCL,KAD17-033,257,282.6,4,DIS,5,FALSE,PY,AS,,,,,0,Robinson,6/28/2017
GCL,KAD17-033,282.6,283.85,3,DIS,2,FALSE,PY,,,,,,0,Tupper,6/28/2017
GCL,KAD17-033,283.85,289.14,3,DIS,2,FALSE,PY,,,,,,0,Tupper,6/28/2017
GCL,KAD17-033,289.14,290.41,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,6/28/2017
GCL,KAD17-033,290.41,300.24,3,DIS,2,FALSE,PY,,,,,,0,Tupper,6/28/2017
GCL,KAD17-033,300.24,310.35,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,6/28/2017
GCL,KAD17-033,310.35,311.75,3,DIS,2,FALSE,PY,,,,,,0,Tupper,6/28/2017
GCL,KAD17-033,311.75,323.57,2,DIS,1.5,FALSE,PY,,,,,,0,Tupper,6/28/2017
GCL,KAD17-033,323.57,325.1,4,DIS,5,FALSE,PY,,,,,,0,Tupper,6/29/2017
GCL,KAD17-033,325.1,325.7,3,BLP,10,FALSE,PY,,,,,Coarse cm scale py clots,0,Robinson,6/29/2017
GCL,KAD17-033,325.7,326.96,2,DIS,2,FALSE,PY,,,,,,0,Robinson,6/29/2017
GCL,KAD17-033,326.96,327.44,2,BLP,50,FALSE,PY,,,,,,0,Robinson,6/29/2017
GCL,KAD17-033,327.44,354.5,3,DIS,2,FALSE,PY,,,,,2% disseminated py,0,Robinson,6/29/2017
GCL,KAD17-033,354.5,356,4,DIS,5,FALSE,PY,,,,,"fine, disseminated py.",0,Robinson,6/29/2017
GCL,KAD17-033,356,375.87,3,DIS,3,FALSE,PY,,,,,,0,Robinson,6/29/2017
GCL,KAD17-033,375.87,377.42,2,DIS,1,FALSE,PY,,,,,,0,Robinson,6/29/2017
GCL,KAD17-033,377.42,386.32,1,DIS,1,FALSE,PY,,,,,Trace to 1% py,0,Robinson,6/29/2017
GCL,KAD17-033,386.32,418.34,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,418.34,423.34,0,,,FALSE,,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,423.34,425.46,3,DIS,2,FALSE,PY,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,425.46,437.4,3,DIS,2,FALSE,PY,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,437.4,446.8,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,446.8,448,3,DIS,1,FALSE,PY,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,448,452.67,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,452.67,514.19,0,,,FALSE,,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,514.19,522,1,DIS,1,FALSE,PO,,,,,,0,Robinson,6/30/2017
GCL,KAD17-034,7.12,9,2,DIS,1,FALSE,PY,,,,,,0,Tupper,6/28/2017
GCL,KAD17-034,9,9.39,2,DIS,0.25,FALSE,PY,,,,,,0,Tupper,6/28/2017
GCL,KAD17-034,9.39,16.04,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,6/28/2017
GCL,KAD17-034,16.04,30.15,2,DIS,0.25,FALSE,PY,,,,,,0,Tupper,6/28/2017
GCL,KAD17-034,30.15,46.12,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,6/29/2017
GCL,KAD17-034,46.12,48.23,3,DIS,2,FALSE,PY,CP,,,,,0,Unknown,6/29/2017
GCL,KAD17-034,48.23,56.89,2,DIS,0.5,FALSE,PY,,,,,,0,Unknown,6/29/2017
GCL,KAD17-034,56.89,66.93,1,DIS,0.1,FALSE,PY,,,,,,0,Unknown,6/29/2017
GCL,KAD17-034,66.93,83.85,1,DIS,0.1,FALSE,PY,,,,,,0,Unknown,6/29/2017
GCL,KAD17-034,83.85,92,1,DIS,0.1,FALSE,PY,,,,,,0,Unknown,6/29/2017
GCL,KAD17-034,92,146.95,1,DIS,0.2,FALSE,PY,,,,,,0,Unknown,6/30/2017
GCL,KAD17-034,146.95,149.83,3,DIS,2,FALSE,PY,,,,,,0,Tupper,6/30/2017
GCL,KAD17-034,149.83,151.35,1,DIS,0.1,FALSE,PY,,,,,possible trace ArsPY,0,Tupper,6/30/2017
GCL,KAD17-034,151.35,155.6,4,DIS,3,FALSE,PY,,,,,,0,Tupper,6/30/2017
GCL,KAD17-034,155.6,189.3,2,DIS,1,FALSE,PY,CP,,,,v.fine grained,0,Tupper,6/30/2017
GCL,KAD17-034,189.3,192.95,3,DIS,2,FALSE,PY,,,,,v.fine grained,0,Tupper,6/30/2017
GCL,KAD17-034,192.95,197.63,4,BLP,5,FALSE,PY,,,,,banded euhedral Py.,0,Tupper,6/30/2017
GCL,KAD17-034,197.63,201.11,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,6/30/2017
GCL,KAD17-034,201.11,252.64,3,DIS,2,FALSE,PY,,,,,,0,Tupper,7/1/2017
GCL,KAD17-034,252.64,319.56,1,DIS,0.1,FALSE,PY,,,,,,0,Tupper,7/1/2017
GCL,KAD17-034,319.56,365.81,2,DIS,0.5,FALSE,PY,CP,,,,,0,Tupper,7/2/2017
GCL,KAD17-034,365.81,385.23,2,DIS,0.5,FALSE,PY,CP,PO,,,,0,Tupper,7/2/2017
GCL,KAD17-034,385.23,409.8,2,DIS,0.5,FALSE,PY,CP,PY,,,,0,Tupper,7/2/2017
GCL,KAD17-035,6.1,7.2,1,DIS,0.2,FALSE,PY,,,,,,0,Sherlock,7/1/2017
GCL,KAD17-035,7.2,10.32,2,DIS,0.5,FALSE,PY,,,,,weak diss py,0,Sherlock,7/1/2017
